source_asin,candidate_listing_url,source_parent_asin,product_name,keyword,search_volume,rank,position,show_share,raw_score
B0FMZSRP6R,https://www.amazon.com/dp/B0FMZSRP6R,B0GW1C9QHK,"Silver Toilet Brush and Holder Set Stainless Steel – Square Design Toilet Bowl Brush and Holder, Rust, Corrosion & Scratch Resistant with Splash Protection, for Efficient Cleaning and Neat Storage",oxo toilet brush and holder,19503.0,137411.0,第3页，第28/48位,51.68,6637.0
B0FMZSRP6R,https://www.amazon.com/dp/B0FMZSRP6R,B0GW1C9QHK,"Silver Toilet Brush and Holder Set Stainless Steel – Square Design Toilet Bowl Brush and Holder, Rust, Corrosion & Scratch Resistant with Splash Protection, for Efficient Cleaning and Neat Storage",oxo toilet brush,13934.0,199734.0,第2页，第1/48位,32.12,5584.0
B0FMZSRP6R,https://www.amazon.com/dp/B0FMZSRP6R,B0GW1C9QHK,"Silver Toilet Brush and Holder Set Stainless Steel – Square Design Toilet Bowl Brush and Holder, Rust, Corrosion & Scratch Resistant with Splash Protection, for Efficient Cleaning and Neat Storage",simple human toilet brush,669.0,660128.0,,3.88,-1.0
B0FMZSRP6R,https://www.amazon.com/dp/B0FMZSRP6R,B0GW1C9QHK,"Silver Toilet Brush and Holder Set Stainless Steel – Square Design Toilet Bowl Brush and Holder, Rust, Corrosion & Scratch Resistant with Splash Protection, for Efficient Cleaning and Neat Storage",black plunger and toilet brush combo,714.0,759934.0,,3.87,1994.0
B0FMZSRP6R,https://www.amazon.com/dp/B0FMZSRP6R,B0GW1C9QHK,"Silver Toilet Brush and Holder Set Stainless Steel – Square Design Toilet Bowl Brush and Holder, Rust, Corrosion & Scratch Resistant with Splash Protection, for Efficient Cleaning and Neat Storage",dalmatian toilet brush holder,530.0,951605.0,,3.15,-1.0
B0FMZSRP6R,https://www.amazon.com/dp/B0FMZSRP6R,B0GW1C9QHK,"Silver Toilet Brush and Holder Set Stainless Steel – Square Design Toilet Bowl Brush and Holder, Rust, Corrosion & Scratch Resistant with Splash Protection, for Efficient Cleaning and Neat Storage",stainless steel toilet brush,699.0,549125.0,第1页，第39/50位,2.08,1929.0
B0FMZSRP6R,https://www.amazon.com/dp/B0FMZSRP6R,B0GW1C9QHK,"Silver Toilet Brush and Holder Set Stainless Steel – Square Design Toilet Bowl Brush and Holder, Rust, Corrosion & Scratch Resistant with Splash Protection, for Efficient Cleaning and Neat Storage",bathroom brush set,605.0,606045.0,,1.6,-1.0
B0FMZSRP6R,https://www.amazon.com/dp/B0FMZSRP6R,B0GW1C9QHK,"Silver Toilet Brush and Holder Set Stainless Steel – Square Design Toilet Bowl Brush and Holder, Rust, Corrosion & Scratch Resistant with Splash Protection, for Efficient Cleaning and Neat Storage",toilet brush oxo,174.0,1694870.0,第2页，第8/48位,0.37,-1.0
B0FMZSRP6R,https://www.amazon.com/dp/B0FMZSRP6R,B0GW1C9QHK,"Silver Toilet Brush and Holder Set Stainless Steel – Square Design Toilet Bowl Brush and Holder, Rust, Corrosion & Scratch Resistant with Splash Protection, for Efficient Cleaning and Neat Storage",plunger and brush set cute,129.0,1613346.0,,0.32,-1.0
B0FMZSRP6R,https://www.amazon.com/dp/B0FMZSRP6R,B0GW1C9QHK,"Silver Toilet Brush and Holder Set Stainless Steel – Square Design Toilet Bowl Brush and Holder, Rust, Corrosion & Scratch Resistant with Splash Protection, for Efficient Cleaning and Neat Storage",gold toilet bowl brush and holder,14.0,1887544.0,,0.04,-1.0
B0FMZSRP6R,https://www.amazon.com/dp/B0FMZSRP6R,B0GW1C9QHK,"Silver Toilet Brush and Holder Set Stainless Steel – Square Design Toilet Bowl Brush and Holder, Rust, Corrosion & Scratch Resistant with Splash Protection, for Efficient Cleaning and Neat Storage",toilet brush,300897.0,1596.0,,-1.0,385023.0
B0FMZSRP6R,https://www.amazon.com/dp/B0FMZSRP6R,B0GW1C9QHK,"Silver Toilet Brush and Holder Set Stainless Steel – Square Design Toilet Bowl Brush and Holder, Rust, Corrosion & Scratch Resistant with Splash Protection, for Efficient Cleaning and Neat Storage",toilet bowl brush and holder,177688.0,3443.0,,-1.0,193084.0
B0FMZSRP6R,https://www.amazon.com/dp/B0FMZSRP6R,B0GW1C9QHK,"Silver Toilet Brush and Holder Set Stainless Steel – Square Design Toilet Bowl Brush and Holder, Rust, Corrosion & Scratch Resistant with Splash Protection, for Efficient Cleaning and Neat Storage",silver bathroom accessories set,5242.0,399192.0,,-1.0,2433.0
B0FMZSRP6R,https://www.amazon.com/dp/B0FMZSRP6R,B0GW1C9QHK,"Silver Toilet Brush and Holder Set Stainless Steel – Square Design Toilet Bowl Brush and Holder, Rust, Corrosion & Scratch Resistant with Splash Protection, for Efficient Cleaning and Neat Storage",silver toilet paper holder,4296.0,422877.0,,-1.0,-1.0
B0FMZSRP6R,https://www.amazon.com/dp/B0FMZSRP6R,B0GW1C9QHK,"Silver Toilet Brush and Holder Set Stainless Steel – Square Design Toilet Bowl Brush and Holder, Rust, Corrosion & Scratch Resistant with Splash Protection, for Efficient Cleaning and Neat Storage",simple human toilet bowl brush,15.0,1859676.0,第2页，第32/48位,-1.0,-1.0
B0FMZSRP6R,https://www.amazon.com/dp/B0FMZSRP6R,B0GW1C9QHK,"Silver Toilet Brush and Holder Set Stainless Steel – Square Design Toilet Bowl Brush and Holder, Rust, Corrosion & Scratch Resistant with Splash Protection, for Efficient Cleaning and Neat Storage",brushed nickel trash can for bathroom,215.0,1222574.0,,-1.0,-1.0
B0FMZSRP6R,https://www.amazon.com/dp/B0FMZSRP6R,B0GW1C9QHK,"Silver Toilet Brush and Holder Set Stainless Steel – Square Design Toilet Bowl Brush and Holder, Rust, Corrosion & Scratch Resistant with Splash Protection, for Efficient Cleaning and Neat Storage",toilet brush stainless steel,192.0,1519965.0,第2页，第1/48位,-1.0,-1.0
B0FMZSRP6R,https://www.amazon.com/dp/B0FMZSRP6R,B0GW1C9QHK,"Silver Toilet Brush and Holder Set Stainless Steel – Square Design Toilet Bowl Brush and Holder, Rust, Corrosion & Scratch Resistant with Splash Protection, for Efficient Cleaning and Neat Storage",chrome toilet brush,139.0,1287994.0,第2页，第7/48位,-1.0,-1.0
B0FMZSRP6R,https://www.amazon.com/dp/B0FMZSRP6R,B0GW1C9QHK,"Silver Toilet Brush and Holder Set Stainless Steel – Square Design Toilet Bowl Brush and Holder, Rust, Corrosion & Scratch Resistant with Splash Protection, for Efficient Cleaning and Neat Storage",heavy duty toilet brush,480.0,770515.0,,-1.0,-1.0
B0FMZSRP6R,https://www.amazon.com/dp/B0FMZSRP6R,B0GW1C9QHK,"Silver Toilet Brush and Holder Set Stainless Steel – Square Design Toilet Bowl Brush and Holder, Rust, Corrosion & Scratch Resistant with Splash Protection, for Efficient Cleaning and Neat Storage",toilet brush holder only,347.0,1073587.0,第3页，第3/48位,-1.0,-1.0
