source_asin,source,listing_url,product_type,relevance_score,competitor_type,product_form,material,material_evidence,detail_material,detail_evidence,pack_count,closure,style,use_case,feature_tags,asin,parent_asin,title,brand,price,monthly_sales,reviews,rating,seller_address,is_fba,variation_count,listing_date,bsr_category,main_image_url,image_file,visual_product_form,visual_material_signal,visual_pack_count,visual_closure,visual_style,visual_notes
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0H4ZVMGZL,STORAGE BOX,23.3,noise,combo storage box,plastic,title:plastic; detail:plastic; detail:poly,plastic,title:plastic; detail:plastic; detail:poly,12,lid,unknown,general kitchen storage,,B0H4ZVMGZL,B0H6GZ5ZBP,"12-Pack Heavy Duty Storage Totes with Lids, 27 Gallon - Stackable Plastic Storage Bins, Industrial Organizer Containers for Garage, Closet, Basement, Office, Moving & Outdoor Storage",Generic,149.99,400.0,19.0,4.0,US,False,2.0,,Lidded Home Storage Bins / 2422434011 / 153,https://m.media-amazon.com/images/I/71FchOio36L.jpg,,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0H6381MKT,STORAGE BOX,23.2,noise,combo storage box,plastic,title:plastic; detail:plastic; detail:poly,plastic,title:plastic; detail:plastic; detail:poly,8,lid,unknown,general kitchen storage,,B0H6381MKT,B0H6381MKT,"8 Pack 27 Gallon Heavy Duty Storage Totes with Lids, Stackable Plastic Storage Containers, Industrial Organizer Containers for Garage, Basement, Closet, Moving, Camping & Outdoor Storage",Generic,109.99,200.0,11.0,4.4,US,False,0.0,,Lidded Home Storage Bins / 2422434011 / 302,https://m.media-amazon.com/images/I/71Ggof3xfLL._AC_SL1500_.jpg,,,,,,,
B0FN8HSZHC,keyword/category,https://www.amazon.com/dp/B01IR9VAOA,ITEM CONTAINER,22.8,noise,combo item container,plastic,title:poly; detail:poly,linen,detail:linen,1,unknown,unknown,general kitchen storage,,B01IR9VAOA,B0F81C6K51,"Household Essentials Foldable Fabric Storage Bins 6 Piece Set, Strong Poly-Woven Fabric, Sturdy Chipboard Sides, Grommet Front Handle, Stackable, Classic Design, Black",Household Essentials,23.84,3000.0,19766.0,4.8,,True,18.0,,Open Home Storage Bins / 2422435011 / 2,https://m.media-amazon.com/images/I/811LSzIns9L.jpg,,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0F373KBDG,FURNITURE CART,22.5,noise,combo furniture cart,metal,title:metal; detail:metal,wood/bamboo,detail:wood,1,unknown,unknown,general kitchen storage,,B0F373KBDG,B0FC2DM7JG,"YASONIC 3 Tier Metal Rolling Cart, Black Utility Storage Cart with Wheels",YASONIC,29.99,8000.0,1697.0,4.7,CN,True,5.0,,Kitchen Storage Carts / 23691555011 / 1,https://m.media-amazon.com/images/I/71YiqwMCoEL.jpg,,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B083XT8GBY,STORAGE BOX,22.1,noise,storage box,plastic,title:plastic; detail:poly; detail:polyethylene,plastic,title:plastic; detail:poly; detail:polyethylene,6,lid,unknown,general kitchen storage,,B083XT8GBY,B0F7PPCS23,"Rubbermaid Roughneck Tote 14 Gal, 6 Pack, Made in USA, Dark Indigo Metallic, Rugged Plastic Stackable Storage Bins with Lids and Handles",Rubbermaid,97.5,600.0,9595.0,4.6,,True,7.0,,Lidded Home Storage Bins / 2422434011 / 30,https://m.media-amazon.com/images/I/71wnoz3j53L.jpg,,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0GYF91BXB,STORAGE BAG,21.4,noise,storage bag,plastic,detail:plastic; detail:poly; detail:polyethylene,linen,detail:linen,8,zipper,unknown,general kitchen storage,,B0GYF91BXB,B0H2F6G4J2,"Supports 200lbs Heavy Duty Moving Bags - Strong Zipper & Wrap-Around Handles - Water-Resistant Storage Totes, Durable Alternative to Moving Boxes - 8 Pack - Semi-Transparent",HOMESURE,25.99,50000.0,8684.0,4.7,HK,True,29.0,,Moving Bags / 118688596011 / 2,https://m.media-amazon.com/images/I/81ixUvv+jyL.jpg,,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0FBG5W85J,STORAGE DRAWER,21.4,noise,storage drawer,plastic,title:plastic; detail:plastic,plastic,title:plastic; detail:plastic,1,lid,clear/minimal,general kitchen storage,,B0FBG5W85J,B0GG4ZW9HT,Kmiectse Clear Storage Bins with Lids - 4 Tier 23qt Plastic Stackable Bins,Kmiectse,35.98,8000.0,2561.0,4.2,CN,True,2.0,,Storage Cabinets / 681151011 / 1,https://m.media-amazon.com/images/I/714wFnFnM8L.jpg,,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0CHRP96MS,STORAGE BOX,20.8,noise,storage box,plastic,title:plastic; detail:plastic,plastic,title:plastic; detail:plastic,1,lid,unknown,general kitchen storage,,B0CHRP96MS,B0GXXY9Y47,"4 Tier Plastic Storage Bins with Lid 23QT, Stackable Storage Bins",YFXCVSL,45.59,10000.0,7855.0,4.4,CN,True,4.0,,Storage Boxes / 24086069011 / 1,https://m.media-amazon.com/images/I/716HAfz8etL.jpg,,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0DNF65DK1,UTILITY CART WAGON,20.8,noise,combo utility cart wagon,plastic,detail:plastic,plastic,detail:plastic,1,unknown,unknown,unknown,,B0DNF65DK1,B0DVR1CJRG,"Goovilla 3 Tier Rolling Utility Cart Organizer with Removable Drawer, Black",Goovilla,23.99,8000.0,3958.0,4.6,CN,True,13.0,,Kitchen Storage Carts / 23691555011 / 2,https://m.media-amazon.com/images/I/71hl4z9xt8L.jpg,,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0D92YJ4VZ,STORAGE BOX,20.2,noise,storage box,plastic,detail:poly; detail:opp,plastic,detail:poly; detail:opp,12,lid,unknown,general kitchen storage,,B0D92YJ4VZ,B0GJ65BLX3,"Sterilite Industrial Storage Tote with Lids for Garage, 27 Gallon, 12-Pack",Sterilite,189.99,400.0,254.0,4.7,US,False,1.0,,Lidded Home Storage Bins / 2422434011 / 132,https://m.media-amazon.com/images/I/71MXXK481ZL.jpg,,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0CQ13HQJP,UTILITY CART WAGON,19.6,noise,foldable utility cart wagon,plastic,title:plastic; detail:plastic; title:opp,plastic,title:plastic; detail:plastic; title:opp,1,lid,unknown,unknown,,B0CQ13HQJP,B0DDKN9WGJ,MaxWorks Collapsible Rolling Utility Cart with Lid 80 lb Capacity Folding Dolly with Telescoping Handle Heavy Duty Plastic Crate on Wheels for Shopping Office and Teachers (50876),MaxWorks,33.99,2000.0,374.0,4.3,,True,1.0,,Utility Carts / 490895011 / 31,https://m.media-amazon.com/images/I/61sR-Tf1-OL.jpg,,,,,,,
B0FN8HSZHC,keyword/category,https://www.amazon.com/dp/B004QJGW6C,STORAGE BOX,19.3,noise,storage box,plastic,title:plastic; detail:plastic,plastic,title:plastic; detail:plastic,6,lid,clear/minimal,general kitchen storage,extra large,B004QJGW6C,B0F1D2VV2G,"Sterilite Clip Box, Stackable Clear Plastic Bins- Large, 6-Pack | Storage Containers with Latching Lids for Writing, Arts or Crafts Supplies - Home, Office, Classroom & Workshop Organization",Sterilite,39.99,2000.0,7994.0,4.7,US,False,8.0,,Storage Boxes / 24086069011 / 5,https://m.media-amazon.com/images/I/61De9hwq-PL.jpg,,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0GQZLQ63M,STORAGE BOX,19.3,noise,combo storage box,plastic,title:plastic; detail:plastic,plastic,title:plastic; detail:plastic,6,lid,clear/minimal,general kitchen storage,extra large,B0GQZLQ63M,B0HC2D2L82,"Lifewit 34Qt Storage Bins with Lids, Plastic Large Latches Boxes with Wheels, Clear Totes Tubs Container for Closet Organizers and Storage, Bedroom, Clothes, Craft, 6 Pcs",Lifewit,59.99,50.0,31.0,4.5,US,False,3.0,,Storage Boxes / 24086069011 / 266,https://m.media-amazon.com/images/I/614XIL2B+EL.jpg,,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0DGF616XN,STORAGE BAG,19.0,noise,storage bag,cotton,detail:cotton,cotton,detail:cotton,6,zipper,unknown,general kitchen storage,extra large,B0DGF616XN,B0DPFB1LXW,"6 Pack Extra Heavy Duty Large Moving Bags with Strong Zipper, Dark Blue | Comfortable Handles, Sturdy & Durable Clothes Storage Bags Totes Bins, Blue Packing Moving Boxes for College Supplies",FYGRIP,23.98,70000.0,11891.0,4.8,HK,True,12.0,,Moving Bags / 118688596011 / 1,https://m.media-amazon.com/images/I/71izg8Ai-KL.jpg,,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0CFDCLJ3G,UTILITY CART WAGON,18.7,noise,foldable utility cart wagon,plastic,title:plastic; detail:plastic; detail:poly; detail:opp,plastic,title:plastic; detail:plastic; detail:poly; detail:opp,1,unknown,unknown,unknown,,B0CFDCLJ3G,B0FGGHJ2VF,"dbest Products Quik Cart Sport Collapsible Rolling Crate on Wheels - Black | Roll Up to 80 lbs Capacity, Heavy Duty Plastic Construction, Telescoping Handle, Foldable Utility Cart",dbest products,37.99,1000.0,696.0,4.0,US,True,16.0,,Utility Carts / 490895011 / 19,https://m.media-amazon.com/images/I/819Gy5ErgeL.jpg,,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0F1J1LHD6,STORAGE BOX,17.8,noise,storage box,plastic,detail:plastic,plastic,detail:plastic,6,lid,clear/minimal,general kitchen storage,,B0F1J1LHD6,B0HDG23BQY,"IRIS USA 6-Pack 72 Quart Storage Bins with Lids, Clear | Transparent design makes contents easy to find. Perfect for moving, blankets, clothing, and garage storage. Nestable design",IRIS USA,99.99,1000.0,4177.0,4.0,,True,17.0,,Lidded Storage Bins / 2422434011 / 55,https://m.media-amazon.com/images/I/61Gle4YNowL.jpg,,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0H6F6WNK7,STORAGE BAG,17.2,noise,extra-large storage bag,unknown,,unknown,,6,unknown,unknown,general kitchen storage,extra large,B0H6F6WNK7,B0H6F6WNK7,6Pcs Heavy Duty Extra Large Moving Bags Multicolor Storage Totes Fold Flat,SOLUSTRE,27.99,0.0,2.0,5.0,CN,True,0.0,,Moving Bags / 118688596011 / 271,https://m.media-amazon.com/images/I/71N-KRSM-3L.jpg,,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0F89YTY4W,STORAGE BAG,17.1,noise,extra-large storage bag,plastic,detail:poly; detail:polyethylene,plastic,detail:poly; detail:polyethylene,2,unknown,unknown,general kitchen storage,extra large,B0F89YTY4W,B0G4GKCW6Y,"TAILI 2 Pack 69 Gallon Extra Large Storage Bags with Visible Window,Blue",TAILI,33.99,1000.0,297.0,4.6,CN,True,10.0,,Patio Cushion Storage Bags / 23737701011 / 1,https://m.media-amazon.com/images/I/71HBZ6ar0DL.jpg,,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0GFVZWR4K,STORAGE BAG,16.6,noise,extra-large storage bag,plastic,detail:poly; detail:polyethylene,plastic,detail:poly; detail:polyethylene,8,none stated,unknown,general kitchen storage,extra large,B0GFVZWR4K,B0G6DRW4XG,"SWEET DOLPHIN 8 Pack 200LB Heavy-Duty Moving Bags with Wrap-Around Handles, Extra Large Storage Totes for Space Saving, Clothes Storage Bags, College Dorm Essentials, Blue, 24 Gal",SWEET DOLPHIN,29.99,10000.0,4329.0,4.7,HK,True,13.0,,Moving Bags / 118688596011 / 3,https://m.media-amazon.com/images/I/81MhTr0WDIL.jpg,,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0FDB1RTVS,STORAGE DRAWER,16.5,noise,combo storage drawer,wood/bamboo,title:wood; detail:wood,plastic,detail:plastic,1,unknown,unknown,general kitchen storage,,B0FDB1RTVS,B0HF4QT99W,"Rolling Cart with Drawers, 4-Drawer Storage Cart on Wheels with Wooden Top, Metal Utility Cart with Storage Drawers, Craft Storage Art Cart for Classroom, Office, Kitchen, Bedroom,Patent Pending",Aokitsink,50.99,2000.0,389.0,4.3,CN,True,6.0,,Storage Drawer Carts / 490631011 / 3,https://m.media-amazon.com/images/I/91-7ZqkT4wL.jpg,,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0G256B188,STORAGE BOX,16.5,noise,storage box,plastic,title:plastic; detail:plastic; detail:poly,plastic,title:plastic; detail:plastic; detail:poly,2,lid,unknown,general kitchen storage,extra large,B0G256B188,B0G256B188,"27-Gallon Storage Bin (2-Pack), Large Plastic Storage Container with Secure Snap-On Lid, Tote for Industrial and Home Organization, Black with Red Lid",Generic,19.99,50.0,8.0,5.0,CN,False,0.0,,Hat Boxes / 695478011 / 63,https://m.media-amazon.com/images/I/61sr48CoM4L.jpg,,,,,,,
B0FN8HSZHC,keyword/category,https://www.amazon.com/dp/B0DSR1MSNJ,STORAGE BOX,15.6,noise,storage box,plastic,title:plastic; detail:plastic,plastic,title:plastic; detail:plastic,18,unknown,clear/minimal,unknown,,B0DSR1MSNJ,B0F1115VLP,IRIS USA Clear Cases |Made in USA| Plastic Box Organizers (18-Pack)- Small,IRIS USA,19.69,700.0,9252.0,4.7,,True,6.0,,Storage Boxes / 24086069011 / 3,https://m.media-amazon.com/images/I/71F2hrL7UnL.jpg,,,,,,,
B0FN8HSZHC,keyword/category,https://www.amazon.com/dp/B07C8C2FXX,STORAGE BOX,15.5,noise,storage box,plastic,detail:plastic,plastic,detail:plastic,1,unknown,unknown,general kitchen storage,,B07C8C2FXX,B09B96X6R9,"novelinks Photo Storage Boxes with Handle, Photo Organizers and Storage | 1Pack Color, Photo Albums 4x6 Pictures, Photo Cases, Classroom Organization, Index Card Box, Photo Card Holder, Seed Storage",novelinks,25.99,4000.0,8172.0,4.7,US,True,7.0,,Scrapbooking Storage Products / 262669011 / 2,https://m.media-amazon.com/images/I/61JE3pQ8aCS.jpg,,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0H852XN2N,STORAGE BOX,15.4,noise,foldable storage box,unknown,,unknown,,1,unknown,unknown,general kitchen storage,,B0H852XN2N,B0H852XN2N,"BATTLBOX Collapsible Storage Tote, Heavy Duty Foldable Nylon Utility Bag",BATTLBOX,69.29,0.0,1.0,5.0,US,True,0.0,,Tool Bags / 553578 / 1336,https://m.media-amazon.com/images/I/71SRkYM3eCL._AC_SL1500_.jpg,,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0DZMWVHY7,SHELF,15.3,noise,shelf,stainless steel,detail:stainless steel,stainless steel,detail:stainless steel,1,unknown,unknown,general kitchen storage,,B0DZMWVHY7,B0FFMWCHPV,5-Tier Storage Shelves 33.1' x12.6' x73.5' Black with Wheels,Sakugi,46.99,2000.0,795.0,4.3,CN,True,5.0,,Standing Shelf Units / 3744001 / 15,https://m.media-amazon.com/images/I/719zFZqRjZL.jpg,,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0823H3Z95,STORAGE DRAWER,14.8,noise,storage drawer,plastic,detail:plastic,plastic,detail:plastic,1,unknown,unknown,general kitchen storage,,B0823H3Z95,B0GWN6HNDC,"HOMZ Drawer Tower, 3-Tier Storage Cart with Removable Wheels, White Frame",HOMZ,44.99,1000.0,7352.0,4.5,US,False,9.0,,Storage Drawer Carts / 490631011 / 2,https://m.media-amazon.com/images/I/61t8608dUnL.jpg,,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0CR3R6XHM,UTILITY CART WAGON,14.6,noise,combo utility cart wagon,plastic,title:plastic; detail:plastic,plastic,title:plastic; detail:plastic,1,unknown,unknown,general kitchen storage,,B0CR3R6XHM,B0D14NM5DP,"Pipishell 3 Tier Rolling Cart Organizer, Plastic Rolling Cart with Lockable Wheels & Reinforced Handle, Lightweight Utility Cart Storage Cart for Nursery, Kitchen, Bathroom, Craft Room, White, PIUC14W",Pipishell,29.99,5000.0,2400.0,4.2,US,True,6.0,,Utility Carts / 490895011 / 3,https://m.media-amazon.com/images/I/61GrKA6Ii-L.jpg,,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0B4T8WW6Y,STORAGE BOX,14.5,noise,storage box,plastic,title:plastic; detail:plastic,plastic,title:plastic; detail:plastic,4,lid,unknown,general kitchen storage,,B0B4T8WW6Y,B0H1SFNRJS,"BLACK & YELLOW 5-Gallon Stackable Plastic Storage Bins with Lids, 4 Pack",BLACK & YELLOW,44.09,300.0,1899.0,4.5,US,False,2.0,,Lidded Storage Bins / 2422434011 / 78,https://m.media-amazon.com/images/I/61nMstxoLmL.jpg,,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0727XKFGG,STORAGE BOX,14.2,noise,storage box,plastic,title:plastic; detail:plastic,plastic,title:plastic; detail:plastic,1,unknown,clear/minimal,general kitchen storage,,B0727XKFGG,B0H4NKW6R6,Sterilite+14948012+15+Quart+White%2fClear+Plastic+Storage+Box+With+Blue+Aquarium+Latches,Sterilite,7.79,300.0,179.0,4.4,,True,1.0,,Storage Boxes / 24086069011 / 59,https://m.media-amazon.com/images/I/51SQkav0USL.jpg,,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0H9H96NNS,,13.5,noise,combo 271185,plastic,title:plastic; detail:plastic,plastic,title:plastic; detail:plastic,1,lid,unknown,general kitchen storage,extra large,B0H9H96NNS,B0H9H8R11D,"GOUDBIN 200Gal Extra Large Stackable Storage Bins with Lid & Doors & Wheels, 200QT/50GAL 4-Tiers Collapsible Closet Organizers Plastic Boxes Drawers Containers for Living Room Kitchen Bedroom, White",GOUDBIN,209.99,0.0,0.0,0.0,,False,6.0,,Storage & Organization / 3610841 / 271185,https://m.media-amazon.com/images/I/8155g0uaHUL.jpg,,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B07Q4FHWV9,STORAGE DRAWER,13.4,noise,storage drawer,plastic,detail:plastic,plastic,detail:plastic,1,unknown,unknown,general kitchen storage,,B07Q4FHWV9,B0GNVV4SJ2,"IRIS USA 4-Drawer Rolling Storage Cart with Organizer Top, Black/Pearl",IRIS USA,39.99,2000.0,5051.0,4.6,,True,11.0,,Storage Drawer Carts / 490631011 / 1,https://m.media-amazon.com/images/I/71okps9gvLL.jpg,,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0C4TL7WQ2,STORAGE BAG,12.5,noise,foldable storage bag,plastic,detail:poly; detail:polyethylene,plastic,detail:poly; detail:polyethylene,2,unknown,unknown,general kitchen storage,extra large,B0C4TL7WQ2,B08SGSLSVP,"Extra Large Storage Bags, 57 Gallon XXL Jumbo Large Moving Bags Heavy Duty | 2 PACK Clothes Storage Totes Bins Moving Boxes Supplies, Foldable Travel Duffle Bag, Christmas Tree Bag,42x23x13.5 inch",HAPPY CHEERS,22.99,2000.0,1396.0,4.8,CN,True,12.0,,Moving Bags / 118688596011 / 21,https://m.media-amazon.com/images/I/71UfuFtq1NL.jpg,,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0GRJMPD1T,STORAGE DRAWER,12.1,noise,storage drawer,plastic,title:plastic; detail:plastic,linen,detail:linen,1,unknown,unknown,general kitchen storage,,B0GRJMPD1T,B0H277B8BL,"Sterilite Wide 3 Drawer Storage Cart Plastic Rolling Organizer, White Frame",Sterilite,78.39,1000.0,156.0,4.2,US,False,8.0,,Storage Drawer Carts / 490631011 / 7,https://m.media-amazon.com/images/I/61156lvdWaL.jpg,,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0D2S74GXR,PORTABLE TOOL BOX,11.9,noise,portable tool box,metal,detail:metal,unknown,,1,unknown,unknown,unknown,,B0D2S74GXR,B0D2S74GXR,CRAFTSMAN VERSASTACK 30 Gallon Quick-Access Rolling Tool Chest (CMST17870),CRAFTSMAN,79.98,500.0,372.0,4.6,,True,0.0,,Tool Boxes / 13400721 / 42,https://m.media-amazon.com/images/I/61yRME4IgeL.jpg,,,,,,,
B0FN8HSZHC,keyword/category,https://www.amazon.com/dp/B0F1HXGW42,STORAGE BOX,11.7,noise,storage box,plastic,detail:plastic; detail:poly,paper,detail:paper,6,lid,clear/minimal,general kitchen storage,,B0F1HXGW42,B0GYTGD7X9,IRIS USA Storage Bins with Lids |Made in USA| 2 Qt - (6-Pack) - Clear,IRIS USA,22.99,2000.0,4752.0,4.5,,True,10.0,,Storage Boxes / 24086069011 / 2,https://m.media-amazon.com/images/I/61s0ZrJykUL.jpg,,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B079JFDF64,STORAGE BOX,10.8,noise,storage box,plastic,detail:plastic,plastic,detail:plastic,4,lid,unknown,general kitchen storage,extra large,B079JFDF64,B0FVPD983C,"IRIS USA 4-Pack 27 Gal Heavy Duty Storage Tote Bins with Lids, Red | Large-capacity design stores seasonal gear, moving supplies and equipment, Stackable shape supports efficient organization",IRIS USA,89.99,400.0,3411.0,4.3,,True,7.0,,Truck Bed Toolboxes / 15737921 / 2,https://m.media-amazon.com/images/I/71WL-UDjWCL.jpg,,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0FF9VDPGS,DUFFEL BAG,10.5,noise,portable duffel bag,unknown,,unknown,,1,unknown,unknown,unknown,,B0FF9VDPGS,B0FF9Z8M9M,"BAGSMART 35L Rolling Duffle Bag with Wheels, Detachable Base",BAGSMART,29.99,0.0,310.0,4.0,HK,True,2.0,,Travel Duffel Bags / 15743211 / 178,https://m.media-amazon.com/images/I/71Mlml4AxzL.jpg,,,,,,,
B0FN8HSZHC,keyword/category,https://www.amazon.com/dp/B097PLCPHM,STORAGE BOX,10.0,noise,storage box,plastic,title:plastic; detail:plastic,paper,detail:paper,1,zipper,unknown,unknown,extra large,B097PLCPHM,B0H5QQ5CKL,"ZIPIT Recycled Plastic Pencil Box for Girls, Large Pencil Case, Unicorn | Durable box for kids, made of recycled, PVC-free plastic, transparent stackable design with name tag, holds 60 pens & pencils",ZIPIT,7.99,4000.0,1816.0,4.6,,True,20.0,,"Pen, Pencil & Marker Cases / 8090948011 / 41",https://m.media-amazon.com/images/I/71hbk55J2RL.jpg,,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0B7CR1PN1,STORAGE BOX,8.6,noise,storage box,plastic,detail:plastic,plastic,detail:plastic,6,lid,unknown,general kitchen storage,,B0B7CR1PN1,B0FY2ZY1R7,"IRIS USA 6-Pack 20 Gal Heavy Duty Lockable Storage Totes with Lids, Black | Perfect for moving, garage organization, outdoor equipment and jobsite storage, Designed for dependable everyday use",IRIS USA,119.99,500.0,1763.0,4.0,,True,16.0,,Lidded Storage Bins / 2422434011 / 99,https://m.media-amazon.com/images/I/61DytROy+0L._AC_SL1500_.jpg,,,,,,,
B0FN8HSZHC,keyword/category,https://www.amazon.com/dp/B078PHM6G7,STORAGE BOX,7.6,noise,storage box,plastic,detail:plastic,plastic,detail:plastic,1,unknown,unknown,general kitchen storage,,B078PHM6G7,B0G6ML3SY9,"Sheffield 12626 Ammo Box Made in USA Stackable Lockable Ammo Storage Box | Lockable Storage Box, Water and Dust Resistant Dry Box, Secures Hunting Gear, Gun Accessories, Supplies, and Bullets",Sheffield,12.74,2000.0,27658.0,4.6,,True,34.0,,"Ammunition & Magazine Boxes, Cans & Cases / 19624078011 / 1",https://m.media-amazon.com/images/I/71RtTu2Z3tL.jpg,,,,,,,
B0FN8HSZHC,keyword/category,https://www.amazon.com/dp/B0D5VCWXFJ,STORAGE BOX,6.8,noise,combo storage box,linen,title:linen; detail:linen,linen,title:linen; detail:linen,4,unknown,farmhouse/natural,general kitchen storage,,B0D5VCWXFJ,B0FM3FBDKJ,"ZenStorage Sheet Organizers and Storage for Linen Closet, 4Pack Grey",ZenStorage,23.99,300.0,1659.0,4.6,CN,True,12.0,,Storage Boxes / 24086069011 / 27,https://m.media-amazon.com/images/I/91SyTO4t2WL.jpg,,,,,,,
B0FN8HSZHC,keyword,https://www.amazon.com/dp/B0H9DGXDQD,STORAGE BOX,5.4,noise,combo storage box,plastic,title:plastic; detail:poly,plastic,title:plastic; detail:poly,5,lid,unknown,general kitchen storage,extra large,B0H9DGXDQD,B0H9D6WPBR,"300GAL Plastic Storage Bins with Lids & Wheels, 1200QT Collapsible Stackable Storage Boxes, Large Folding Cabinet Organizers for Closet Home Kitchen Office, 5Pack Black",GOUDBIN,229.99,0.0,0.0,0.0,HK,False,10.0,,"['', '']",https://m.media-amazon.com/images/I/81tGpqZy9uL.jpg,,,,,,,
