source_asin,source,listing_url,product_type,relevance_score,competitor_type,product_form,material,material_evidence,detail_material,detail_evidence,pack_count,closure,style,use_case,feature_tags,asin,parent_asin,title,brand,price,monthly_sales,reviews,rating,seller_address,is_fba,variation_count,bsr_category,main_image_url,image_file,visual_product_form,visual_material_signal,visual_pack_count,visual_closure,visual_style,visual_notes
B0FHBMG2B3,keyword/category,https://www.amazon.com/dp/B0BVLT1VJQ,HOSE PIPE FITTING,43.3,keyword,unknown,unknown,,unknown,,1,unknown,unknown,unknown,washable,B0BVLT1VJQ,B0BVLT4RV1,"LIULO TOOL Brass Garden Hose Splitter 2 Way, Hose Y Splitter 3/4 Inch Heavy Duty Brass Hose Connector Tap Splitter, Hose Spigot Adapter 2 Valves with Rubber Washers (1 Pack)",LIULO TOOL,6.49,1000.0,1410.0,4.6,CN,True,0.0,Splitters / 17384647011 / 37,https://m.media-amazon.com/images/I/81c+KZ9MuAL._AC_UL320_.jpg,,,,,,,
B0FHBMG2B3,keyword/category,https://www.amazon.com/dp/B09K81GLX6,IRRIGATION SPRINKLER,43.0,keyword,unknown,unknown,,unknown,,1,unknown,unknown,unknown,,B09K81GLX6,B09K81GLX6,"Flexzilla 2-Way Hose Splitter, ZillaGreen/Gray - HFZGA60",Flexzilla,13.4,100.0,168.0,4.3,,True,1.0,Garden Hose Splitters / 17384647011 / 97,https://m.media-amazon.com/images/I/51wOYVPjOaL.jpg,,,,,,,
B0FHBMG2B3,keyword/category,https://www.amazon.com/dp/B08HCQL6TJ,HOSE PIPE FITTING,40.7,keyword,unknown,unknown,,unknown,,1,unknown,unknown,unknown,washable,B08HCQL6TJ,B0DK6DVGCX,"Triumpeek Brass Garden Hose Splitter, 3/4 Inch 2-Way Y Brass Hose Connector with O-ring Washers & Tape",Triumpeek,8.99,2000.0,2231.0,4.6,US,True,2.0,Splitters / 17384647011 / 18,https://m.media-amazon.com/images/I/71YPiPK51DL.jpg,,,,,,,
B0FHBMG2B3,keyword/category,https://www.amazon.com/dp/B0B5GW28YC,DRIP IRRIGATION KIT,36.7,keyword,unknown,unknown,,unknown,,1,unknown,unknown,unknown,,B0B5GW28YC,B0B5GW28YC,ZZM 360°Tree Water System Tree Watering Ring Circle Sprinkler and Irrigation System Targeted Water with Y Hose Splitter for New Tree Outdoor Plants Raised Garden Beds Shrubs (Small),ZZM,25.99,200.0,212.0,4.5,CN,True,0.0,Splitters / 17384647011 / 118,https://m.media-amazon.com/images/I/917Qd8z1rQL._AC_UL320_.jpg,,,,,,,
B0FHBMG2B3,keyword,https://www.amazon.com/dp/B0GCZSW7S2,TIMER,36.2,keyword,unknown,plastic,detail:plastic,plastic,detail:plastic,1,unknown,unknown,unknown,,B0GCZSW7S2,B0GCZSW7S2,"RESTMO 3-Dial Analog Sprinkler Timer with Brass Inlet & Outlet, Mechnical Water Timer for Garden Hose with Manual/Rain Delay, Automatic Drip Irrigation System, 480 Minutes Max Watering, Easy to Set Up",Restmo,33.99,400.0,63.0,4.6,CN,True,1.0,Watering Timers / 553988 / 123,https://m.media-amazon.com/images/I/71KhIqCaDRL._AC_SL1500_.jpg,,,,,,,
B0FHBMG2B3,keyword,https://www.amazon.com/dp/B0917HZ6FN,TIMER,35.5,keyword,unknown,plastic,detail:plastic,plastic,detail:plastic,1,unknown,unknown,unknown,,B0917HZ6FN,B0DVRGGRNM,"RAINPOINT Sprinkler Timer, Programmable Water Timer for Garden Hose, Outdoor Soaker Hose Timed with Rain Delay/Manual/Automatic Watering System, Digital Irrigation for Yard, Lawn, 1 Outlet",RAINPOINT,26.99,10000.0,11009.0,4.4,CN,True,2.0,Hose Timers / 553988 / 3,https://m.media-amazon.com/images/I/610iyOeduhL.jpg,,,,,,,
B0FHBMG2B3,keyword,https://www.amazon.com/dp/B0CJRKPPJQ,HOSE PIPE FITTING,35.0,keyword,unknown,unknown,,unknown,,1,unknown,unknown,unknown,,B0CJRKPPJQ,B0C6X8PVR7,Hooshing Brass Garden Hose Tee Fitting 3/4“ GHT Female x Male x Male Pipe Fittings Swivel Garden Hose Adapter,Hooshing,12.99,100.0,149.0,4.7,HK,True,0.0,Parts & Connectors / 553968 / 400,https://m.media-amazon.com/images/I/51Udmj4rRYL.jpg,,,,,,,
B0FHBMG2B3,keyword,https://www.amazon.com/dp/B0BRRWPYTG,TIMER,34.2,keyword,unknown,plastic,detail:plastic,plastic,detail:plastic,1,unknown,unknown,unknown,,B0BRRWPYTG,B0H1WF4C7J,"Outdoor Garden Hose Faucet Timers, Programmable Water Sprinkler Timer with Rain Delay/Manual/Automatic Drip Irrigation and Lawn Watering System for Yard, 1 Outlet",Insoma,16.91,3000.0,1409.0,4.3,CN,True,7.0,Watering Timers / 553988 / 3,https://m.media-amazon.com/images/I/71pW9ycLLKL._AC_SL1500_.jpg,,,,,,,
B0FHBMG2B3,keyword,https://www.amazon.com/dp/B004INGS8S,TIMER,34.1,keyword,unknown,plastic,detail:plastic,plastic,detail:plastic,1,unknown,unknown,unknown,,B004INGS8S,B0F8PGV83F,Orbit Programmable Digital Hose Watering Timer - 1 Outlet - Battery Powered - with LCD Screen - Built-in Rain Delay - Water-Resistant - 62061,Orbit,29.99,10000.0,36816.0,4.2,,True,10.0,Hose Timers / 553988 / 1,https://m.media-amazon.com/images/I/71a5HsADw5L.jpg,,,,,,,
B0FHBMG2B3,keyword,https://www.amazon.com/dp/B0DTDSZGGW,TIMER,34.0,keyword,unknown,plastic,detail:plastic,plastic,detail:plastic,1,unknown,unknown,unknown,,B0DTDSZGGW,B0GZW3L61C,"Water Timer for Outdoor Garden Hose, Hose Timer with Rain Delay/Manual Mode, Automatic Drip Irrigation Controller System for Lawn Yard Garden Watering",Insoma,21.99,8000.0,769.0,4.4,CN,True,4.0,Watering Timers / 553988 / 10,https://m.media-amazon.com/images/I/71HlHSm5rTL.jpg,,,,,,,
B0FHBMG2B3,keyword,https://www.amazon.com/dp/B0D1R76HK5,TIMER,31.8,noise,unknown,unknown,,unknown,,1,unknown,unknown,unknown,,B0D1R76HK5,B0F9DSKVHR,"RAINPOINT Sprinkler Timer with Brass Inlet & Outlet, Programmable Hose Timer for Garden Soaker Hose, Watering Timer with Rain Delay/Manual Watering System, Digital Drip Irrigation for Yard, Lawn",RAINPOINT,39.95,1000.0,760.0,4.4,CN,True,2.0,Watering Timers / 553988 / 27,https://m.media-amazon.com/images/I/716BzKUsclL._AC_SL1500_.jpg,,,,,,,
B0FHBMG2B3,keyword/category,https://www.amazon.com/dp/B084F7KPQQ,HOSE PIPE FITTING,31.6,noise,unknown,plastic,detail:plastic,plastic,detail:plastic,1,unknown,unknown,unknown,,B084F7KPQQ,B084F7282F,"Riemex Metal Garden Hose Splitter Upgraded 2026, 2 Way Y Hose Connector, Easy Grip Splitter, Sturdy Connector with 3/4 “Connector and Rubberized Grip for Garden, 1 Pack",Riemex,9.99,100.0,2030.0,4.4,UA,True,3.0,Splitters / 17384647011 / 75,https://m.media-amazon.com/images/I/71L4+mixKSL.jpg,,,,,,,
B0FHBMG2B3,keyword,https://www.amazon.com/dp/B0BN65WT14,TIMER,30.3,noise,unknown,plastic,detail:plastic,plastic,detail:plastic,1,unknown,unknown,unknown,,B0BN65WT14,B0BN65WT14,RAINPOINT Water Timer for Garden Hose - 2 Zone Sprinkler Timer with Rain Delay/Manual Watering/Automatic Irrigation for Yard Lawn,RAINPOINT,49.99,5000.0,2603.0,4.3,CN,True,1.0,Watering Timers / 553988 / 7,https://m.media-amazon.com/images/I/61tlkce18YL.jpg,,,,,,,
B0FHBMG2B3,keyword,https://www.amazon.com/dp/B07BMFWF4Q,HOSE PIPE FITTING,29.4,noise,unknown,unknown,,unknown,,2,unknown,unknown,unknown,,B07BMFWF4Q,B082KSTHN2,"Joywayus 2Pcs 5/8“ Hose Barb, Tee T 3 way Union Fitting Intersection/Split Brass Water/Fuel/Air",Joywayus,9.99,200.0,1431.0,4.5,HK,True,0.0,Barbed Fittings / 6001529011 / 20,https://m.media-amazon.com/images/I/61BvKORyYVL.jpg,,,,,,,
B0FHBMG2B3,keyword,https://www.amazon.com/dp/B0D22N9B5R,TIMER,29.3,noise,unknown,plastic,detail:plastic,plastic,detail:plastic,1,unknown,unknown,unknown,,B0D22N9B5R,B0F7HNPQJL,"TiFFCOFiO Sprinkler Timer Outdoor, Digital Programmable for Garden Hose, Irrigrtion Timer with Rain Delay and Manual Mode (1 Pack)",Tiffcofio,16.99,3000.0,726.0,4.4,CN,True,4.0,Hose Timers / 553988 / 6,https://m.media-amazon.com/images/I/71TpRmr6XIL._AC_SL1500_.jpg,,,,,,,
B0FHBMG2B3,keyword,https://www.amazon.com/dp/B0CN47ZG6H,HOSE PIPE FITTING,27.5,noise,unknown,plastic,detail:plastic,plastic,detail:plastic,2,unknown,unknown,unknown,,B0CN47ZG6H,B0CQJTMXS6,Uenede 2PCS Brass 3/4 Inch GHT Swivel Tee Pipe Fitting 3/4” GHT Male x Male x Female for Garden Hose Threaded Tube Pipe Fittings,Uenede,0.0,100.0,66.0,4.6,,False,6.0,Parts & Connectors / 553968 / 608,https://m.media-amazon.com/images/I/51ONqWnTPGL.jpg,,,,,,,
B0FHBMG2B3,keyword,https://www.amazon.com/dp/B006FLGHGE,TIMER,27.0,noise,unknown,plastic,detail:plastic,plastic,detail:plastic,1,unknown,unknown,unknown,,B006FLGHGE,B0D54VN9H2,Orbit Mechanical Water Timer - Adjustable Irrigation Shutoff for Lawn & Garden Watering - Battery-Free Clockwork Hose Faucet Timer with Easy Grip Dial & Manual Bypass - 62034,Orbit,8.99,9000.0,16685.0,4.3,,True,8.0,Watering Timers / 553988 / 4,https://m.media-amazon.com/images/I/71lSSDiP0XL._AC_SL1500_.jpg,,,,,,,
B0FHBMG2B3,keyword/category,https://www.amazon.com/dp/B0G8VNFNDW,HOSE PIPE FITTING,24.0,noise,unknown,plastic,detail:plastic,plastic,detail:plastic,1,unknown,unknown,unknown,,B0G8VNFNDW,B0G8X2XSKB,"4' PVC to Corrugated Pipe Adapter, Connects 4' Corrugated Drain Pipe to 4' SDR 35 or 4' SCH 40 PVC Pipes, Easy Push Fit Connector for Yard & Gutter Drainage Systems (1, White)",BROQIXIN,11.99,50.0,6.0,4.0,CN,True,4.0,Garden Hose Splitters / 17384647011 / 162,https://m.media-amazon.com/images/I/51HMXfsw-gL._AC_SL1500_.jpg,,,,,,,
B0FHBMG2B3,keyword/category,https://www.amazon.com/dp/B00B93KD4U,ELECTRIC LIGHT,20.2,noise,unknown,plastic,detail:poly,plastic,detail:poly,1,unknown,unknown,unknown,,B00B93KD4U,B01B5R6FFK,Aquascape 84022 12 Volt with Quick Connects 6-Way Lighting Splitter Black,Aquascape,23.99,50.0,630.0,4.3,,True,0.0,Splitters / 17384647011 / 103,https://m.media-amazon.com/images/I/81XaPz2ubCL.jpg,,,,,,,
B0FHBMG2B3,keyword,https://www.amazon.com/dp/B0FNQZFSXS,TOOLS,19.2,noise,unknown,plastic,detail:plastic; detail:opp,plastic,detail:plastic; detail:opp,4,unknown,unknown,unknown,,B0FNQZFSXS,B0FNQZFSXS,"Metal Nut Splitter Tool Heavy Duty,4PCS Nut Separator Designed for Removing Broken, Damaged, Or Rusty Nuts Without Damaging Bolt Threads",PLAYOCCAR,29.27,50.0,29.0,4.6,CN,True,1.0,Nut Drivers / 553340 / 79,https://m.media-amazon.com/images/I/71WLKEYqRCL.jpg,,,,,,,
B0FHBMG2B3,keyword,https://www.amazon.com/dp/B0G246T7LD,SCREWDRIVER,17.9,noise,unknown,unknown,,unknown,,1,unknown,unknown,unknown,,B0G246T7LD,B0G246T7LD,"4-Piece Heavy Duty Nut Splitter Set, Nut Removal Tool, 9-27mm Manual Pressure Nut Cracker Remover Extractor, Designed Specifically for Removing Broken, Damaged, or Rusted Nuts",YEKEPRO,37.99,100.0,27.0,4.6,CN,True,0.0,Nut Drivers / 553340 / 146,https://m.media-amazon.com/images/I/717oHYlXTLL._AC_SL1500_.jpg,,,,,,,
B0FHBMG2B3,keyword,https://www.amazon.com/dp/B0CMQFTH3M,TOOLS,17.3,noise,unknown,unknown,,unknown,,4,unknown,unknown,unknown,,B0CMQFTH3M,B0CMQFTH3M,"DASBET 4PCS Metal Nut Splitter Set Heavy Duty Nut Splitter Tool Kit for Removing Broken, Damaged & Corroded Nuts, Manual Nut Breaker Extractor 9-27mm",DASBET,24.99,100.0,148.0,3.9,HK,True,1.0,Nut Drivers / 553340 / 124,https://m.media-amazon.com/images/I/7137HXDQ0VL._AC_SL1500_.jpg,,,,,,,
B0FHBMG2B3,keyword,https://www.amazon.com/dp/B0CMXBWK4P,TOOLS,17.2,noise,unknown,unknown,,unknown,,4,unknown,unknown,unknown,,B0CMXBWK4P,B0CMXBWK4P,"Acymner 4PCS Professional Nut Splitter Set | Heavy Duty Nut Splitter Breaker Cracker, Remove Broken Damaged and Corroded Nuts with Ease 9-12mm, 12-16mm, 16-22mm, 22-27mm",Acymner,25.59,200.0,147.0,3.7,CN,True,1.0,Nut Crackers / 3737151 / 34,https://m.media-amazon.com/images/I/71asyWscwtL.jpg,,,,,,,
B0FHBMG2B3,keyword,https://www.amazon.com/dp/B0G35D9SK3,TOOLS,15.9,noise,unknown,unknown,,unknown,,4,unknown,unknown,unknown,,B0G35D9SK3,B0G35D9SK3,"4PCS Nut Splitter Set for Removing Corroded Stuck Broken Nuts, Manual Pressure Nut Splitter Kit with Compact Tool Caddy for Removing Damaged Nuts 9-27mm",Stolora,21.99,50.0,11.0,3.6,,True,0.0,Nut Drivers / 553340 / 107,https://m.media-amazon.com/images/I/71CDUItLWZL._AC_SL1500_.jpg,,,,,,,
B0FHBMG2B3,keyword,https://www.amazon.com/dp/B08P6MT31W,TOOLS,15.0,noise,unknown,unknown,,unknown,,1,unknown,unknown,unknown,,B08P6MT31W,B08P6MT31W,"QWORK 3 Set Nut Screw Splitter Set Nut Remover Tools, Nut Splitter Cracker, Rusted Nut Breaker, Steel Nut Remover Extractor Tools, Manual Pressure Nut Cracker Metal Splitter",QWORK,19.97,50.0,670.0,3.7,CN,True,1.0,Nut Crackers / 3737151 / 26,https://m.media-amazon.com/images/I/71BdC26tSaL.jpg,,,,,,,
B0FHBMG2B3,keyword,https://www.amazon.com/dp/B0C33NJTKJ,TOOLS,9.7,noise,unknown,unknown,,unknown,,1,unknown,unknown,unknown,,B0C33NJTKJ,B0C33RCGQ7,"Nut Splitter Cracker, Metal Rusty Nut Separator, Heavy Duty Nut Breaker Tool, Manual Pressure Nut Remover Extractor Tool for Removing Broken and Damaged Nuts(#1)",Lpluziyyds,8.96,50.0,231.0,3.6,CN,True,5.0,Nut Crackers / 3737151 / 35,https://m.media-amazon.com/images/I/512bxZ39K9L.jpg,,,,,,,
B0FHBMG2B3,keyword,https://www.amazon.com/dp/B0F9949ZVK,SCREWDRIVER,9.5,noise,unknown,unknown,,unknown,,1,unknown,unknown,unknown,,B0F9949ZVK,B0FGCPWMZK,"JEUCLEL Nut Splitter Cracker, Fits 15/16“ to 1/2“ (9~12mm) Metal Rusty Nut Separator, Heavy Duty Nut Breaker Tool for Removing Broken and Damaged Nuts",JEUCLEL,8.89,0.0,100.0,3.7,CN,True,5.0,Nut Crackers / 3737151 / 21,https://m.media-amazon.com/images/I/51cfbvoYXXL._AC_SL1500_.jpg,,,,,,,
B0FHBMG2B3,keyword,https://www.amazon.com/dp/B07R96Z6LY,NUTS,8.2,noise,unknown,unknown,,unknown,,1,unknown,unknown,unknown,,B07R96Z6LY,B0FD8LF2YQ,CRAFTSMAN Universal Nut Splitter (CMMT14117),CRAFTSMAN,0.0,50.0,852.0,4.1,,False,0.0,Nut Drivers / 553340 / 293,https://m.media-amazon.com/images/I/51lNLlJ7+2L.jpg,,,,,,,
